business_name,lic_code,street_address,business_start_date,business_end_date,Lifespan,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Opening_year,Closing_year,Opening_month,Closing_month,input_string,price_level,rating,business_name.1,Q1_16_Nature_Exp,Q2_16_Nature_Exp,Q3_16_Nature_Exp,Q4_16_Nature_Exp,Q1_17_Nature_Exp,Q2_17_Nature_Exp,Q3_17_Nature_Exp,Q4_17_Nature_Exp,Q1_16_Family_Fun,Q2_16_Family_Fun,Q3_16_Family_Fun,Q4_16_Family_Fun,Q1_17_Family_Fun,Q2_17_Family_Fun,Q3_17_Family_Fun,Q4_17_Family_Fun,Q1_16_Healthy_Lifestyle,Q2_16_Healthy_Lifestyle,Q3_16_Healthy_Lifestyle,Q4_16_Healthy_Lifestyle,Q1_17_Healthy_Lifestyle,Q2_17_Healthy_Lifestyle,Q3_17_Healthy_Lifestyle,Q4_17_Healthy_Lifestyle,Q1_16_Nightlife_Hotspot,Q2_16_Nightlife_Hotspot,Q3_16_Nightlife_Hotspot,Q4_16_Nightlife_Hotspot,Q1_17_Nightlife_Hotspot,Q2_17_Nightlife_Hotspot,Q3_17_Nightlife_Hotspot,Q4_17_Nightlife_Hotspot,Q1_16_Artsy,Q2_16_Artsy,Q3_16_Artsy,Q4_16_Artsy,Q1_17_Artsy,Q2_17_Artsy,Q3_17_Artsy,Q4_17_Artsy,Q1_16_Foodie,Q2_16_Foodie,Q3_16_Foodie,Q4_16_Foodie,Q1_17_Foodie,Q2_17_Foodie,Q3_17_Foodie,Q4_17_Foodie,Q1_16_Hipster,Q2_16_Hipster,Q3_16_Hipster,Q4_16_Hipster,Q1_17_Hipster,Q2_17_Hipster,Q3_17_Hipster,Q4_17_Hipster,Q1_16_Beautiful_Scenery,Q2_16_Beautiful_Scenery,Q3_16_Beautiful_Scenery,Q4_16_Beautiful_Scenery,Q1_17_Beautiful_Scenery,Q2_17_Beautiful_Scenery,Q3_17_Beautiful_Scenery,Q4_17_Beautiful_Scenery,Foodie_16,Foodie_17,lic_code_cat,district_cat,Nature_Exp,Family_Fun,Healthy_Lifestyle,Nightlife_Hotspot,Artsy,Foodie,Hipster,Beautiful_Scenery
twin peaks pizza and pasta,"Restaurant Less Than 1,000 Sqft",1681 church st,1/30/2015,,1285,1,"1681 church st, San Francisco, CA, 94131",83953,twin peaks pizza and pasta,Noe Valley,90.5,2017,37.7439968,-122.426452,Census Tract 215,6075021500,http://www.sfgate.com/neighborhoods/sf/noevalley/,3958,137340,61032,1429,55362,3656,29.1,2400,336,680,250,0,209,164,134,183,112,135,325,1018,682,378,199,182,2794,379,548,111712,127166,127495,0,86.2,5.4,0,3656,64.5,9,18.3,6.7,1.5,0,5.6,4.4,3.6,4.9,3,3.6,8.7,27.4,18.3,10.2,5.3,4.9,75.1,10.2,14.7,1,3.7,0.5,5.2,8.9,13.8,9.3,24.8,15.2,17.6,5096,37.4,2460,38.2,2636,36.5,1025,2627,2449,178,2449,1027,1422,48.3,51.7,41.9,93.2,6.8,100,41.9,58.1,2015,,1,,golden kim tar restaurant,1,4.2,popeyes chicken  biscuits,58.03,61.01,67.31,63.26,71.73,68.05,61.37,59.53,65.81,62.59,64.16,60.68,73.8,64.37,64.59,60.67,79.76,79.98,80,79.98,79.98,79.92,79.87,79.71,79.33,80,80,80,80,80,79.99,79.91,80,80,81.35,80.33,82.09,80.66,82.6,80,72.17,72.98,77.59,76.27,76.52,77.85,65.87,58.39,69.46,72.09,73.2,77.99,76.21,79.24,71.2,71.21,4.14,8.72,11.36,14.33,8.71,9.59,9.09,9.82,74.7525,69.6575,3,42,63.78625,64.58375,79.9,79.90375,80.87875,72.205,73.825,9.47
baiano pizzeria,"Restaurant 1,000 - 2,000 Sqft",1330 9th ave,2/1/2015,,1283,1,"1330 9th ave, San Francisco, CA, 94122",74794,baiano pizzeria,Inner Sunset,93.5,2018,37.7634323,-122.4660298,Census Tract 302.02,6075030202,http://www.sfgate.com/neighborhoods/sf/innersunset/,2980,128616,46818,1195,46014,2759,32.5,1833,258,531,122,0,200,180,19,114,103,104,124,603,1005,140,155,113,1969,609,282,83077,98856,100917,26,72.3,4,4,2759,64.1,9,18.6,4.3,4.1,0,7,6.3,0.7,4,3.6,3.6,4.3,21.1,35.1,4.9,5.4,4,68.8,21.3,9.9,4.1,3.9,4.4,7,8.8,18.8,12.2,24.8,8,8,4313,34.2,2049,34.6,2264,33.6,778,2229,2084,145,2084,461,1623,47.5,52.5,37.3,93.5,6.5,100,22.1,77.9,2015,,2,,green bamboo,1,3.3,millers east coast del,53.4,60.06,67.35,70.89,73.3,71.81,62.69,64.07,54.61,63.29,68.09,69.45,67.15,66.95,63.54,64.1,84.47,84.21,87.92,87.28,86.79,86.05,83.44,81.29,80,86.55,85.59,85.83,86,86.07,86.28,83.91,88.88,90.24,91.33,90.76,91.18,91.78,90.87,91.13,73.02,75.61,79.94,80,80,79.74,77.12,73.05,79.74,78.96,79.72,79.5,79.5,80,79.2,76.08,37.45,51.98,28.99,49.09,28.84,40.28,36.67,43.9,77.1425,77.4775,1,29,65.44625,64.6475,85.18125,85.02875,90.77125,77.31,79.0875,39.65
the spot lounge,"Restaurant 1,000 - 2,000 Sqft",2325 taraval st,4/28/2015,,1197,1,"2325 taraval st, San Francisco, CA, 94116",83696,the spot lounge,Parkside,96,2016,37.7421809,-122.4911737,Census Tract 330,6075033000,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Parkside,4526,133214,39342,790,49293,4015,29.3,2042,590,1066,182,0,166,251,174,368,254,179,496,458,815,454,204,267,2875,910,301,110486,112133,118012,22,67.1,9.7,0,4015,50,14.4,26.1,4.5,5,0,4.1,6.1,4.3,9,6.2,4.4,12.1,11.2,19.9,11.1,5,6.5,70.4,22.3,7.4,2,3,3.9,5.7,8.8,12.9,10.2,26.3,17.1,10.1,7764,42.7,3737,41.6,4027,43.8,1844,2821,2698,123,2698,1839,859,48.1,51.9,68.3,95.6,4.4,100,68.2,31.8,2015,,4,,wok in chinese american food,1,4.3,subway 30303,17.81,23.91,20.07,26.93,30.55,43.7,26.83,18.19,4.77,10.97,7.04,7.37,11.02,15.55,6.27,5.37,70.63,70.73,71.7,66.37,69.22,71.71,71.58,70.44,5.13,6.35,17.64,25.65,20.52,22.63,10.42,6.05,14.6,14.44,16.58,19.73,17.39,20.98,29.49,14.26,5.42,1.56,18.62,38.96,22.53,27.5,10.19,4.39,5.09,6.76,7.17,7.98,14.13,12.46,13.03,3.37,0.08,4.2,8.04,4.74,5.82,11.54,4.33,0.05,16.14,16.1525,1,51,25.99875,8.545,70.2975,14.29875,18.43375,16.14625,8.74875,4.85
tuba restaurant,"Restaurant 1,000 - 2,000 Sqft",1007 guerrero st bldg,6/23/2015,,1141,1,"1007 guerrero st bldg, San Francisco, CA, 9411",93428,tuba restaurant,Dolores Heights,89,2018,37.7548912,-122.4228895,Census Tract 210,6075021000,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Dolores_Heights,2898,119735,57305,1238,56371,2791,33.5,2079,280,368,39,0,26,114,29,261,56,272,151,805,671,290,93,96,2199,348,317,94461,119466,126197,47,74.3,1.2,6.3,2791,72.6,9.8,12.8,1.4,3.4,0,0.9,4,1,9.1,2,9.5,5.3,28.1,23.4,10.1,3.2,3.4,76.8,12.2,11.1,4.7,1.5,6.8,3.7,10.5,9,15.9,17.4,14.4,16.2,4196,35.2,2150,35.9,2046,34.5,655,2140,2005,135,2005,476,1529,51.2,48.8,32.7,93.7,6.3,100,23.7,76.3,2015,,6,,crazy pepper,1,3.3,happy donuts,64.78,71.05,76.03,71.22,71.33,77.66,68.96,71.75,67.87,64.76,71.69,74.4,73.27,67.01,66.24,69.69,93.54,94.46,94.09,95.03,95.41,96.94,93.71,93.39,90.88,91.11,90.68,93.91,91.26,91.96,93.35,90.96,90.19,88.31,91.74,92.57,91.36,91.04,89.93,90.35,74.08,79.03,78.5,79.61,79.67,82.66,78.41,75.52,78.32,79.63,80,80,79.95,79.79,79.64,78.79,79.92,79.97,79.98,83.56,79.98,80,80,80,77.805,79.065,1,12,71.5975,69.36625,94.57125,91.76375,90.68625,78.435,79.515,80.42625
brunos pizza  restaurant,"Restaurant 1,000 - 2,000 Sqft",1375 fillmore st,7/1/2015,,1133,1,"1375 fillmore st, San Francisco, CA, 94115",83841,brunos pizza  restaurant,Western Addition,86,2018,37.7821663,-122.4327686,Census Tract 159,6075015900,http://www.sfgate.com/neighborhoods/sf/westernaddition/,2181,71626,34914,1331,31416,2066,29,892,383,548,21,0,21,263,35,231,87,32,170,341,301,315,150,120,1707,287,72,39453,64850,74779,33,57.8,5.3,8.9,2066,43.2,18.5,26.5,1,10.7,0,1,12.7,1.7,11.2,4.2,1.5,8.2,16.5,14.6,15.2,7.3,5.8,82.6,13.9,3.5,20.9,2.8,10.3,11.3,10.4,12.5,8.4,12.3,5.9,5.3,4350,37.4,2089,35.8,2261,39.6,805,2413,2285,128,2285,556,1729,48,52,35.2,94.7,5.3,100,24.3,75.7,2015,,7,,honey honey cafe,1,4.3,el tepa,64.52,70.58,74.84,76.09,72.11,77.45,71.5,68.92,66.78,62.76,65.66,72.08,70.77,75.43,69.26,67.68,83.84,85.27,86.44,85.9,86.44,86.45,85.77,84.56,86.52,87.96,91.36,91.19,89.06,90.61,86.58,87.26,97,97.03,98.71,98.42,98.5,97.58,97.07,96.97,77.95,79.76,78.83,79.99,79.86,79.85,78.64,77.81,88.84,93.47,94.92,94.72,94.81,95.16,83.06,79.91,26.25,15.58,23.62,51.71,25.3,27.5,28.94,33.31,79.1325,79.04,1,69,72.00125,68.8025,85.58375,88.8175,97.66,79.08625,90.61125,29.02625
las palmas on sf,,5251 3rd st,10/23/2015,10/10/2017,718,0,"5251 3rd st, San Francisco, CA, 94124",93361,las palmas on sf,Bayview,90,2017,37.729778,-122.392148,Census Tract 232,6075023200,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Bayview,2106,63917,18029,374,26928,1689,30.6,405,369,495,331,39,263,210,0,103,51,117,88,219,392,175,77,88,1417,337,68,50156,58667,62709,85,60,13.5,14.1,1689,22.2,20.3,27.2,18.2,12.2,2.1,14.4,11.5,0,5.7,2.8,6.4,4.8,12,21.5,9.6,4.2,4.8,77.8,18.5,3.7,3.7,8,10.3,14.8,12.9,19.1,17.1,9.6,3.5,0.8,4582,33.4,2295,31.8,2287,34.9,907,1326,1228,98,1228,666,562,50.1,49.9,73.9,92.6,7.4,100,54.2,45.8,2015,2017,10,10,royal ground coffee,1,4.4,pizza zone n grill,63.35,63.25,74.18,74.59,74.05,73.2,63.49,68.87,74.27,72.02,78.22,77.83,77.3,78.16,77.44,76.41,82.1,86.44,85.72,86.68,85.49,86.57,85.37,80.58,90.91,93.24,92.79,93.86,92.24,93.51,92.91,92.04,93.21,93.63,96.04,95.89,95.73,94.23,94.6,93.93,76.27,76.74,79.46,78.71,79.89,80,77.29,72.11,88.71,81.9,90.05,90.21,93.21,93.25,83.62,80,22.58,22.97,51.09,43.26,63.2,56.13,48.61,55.49,77.795,77.3225,-1,1,69.3725,76.45625,84.86875,92.6875,94.6575,77.55875,87.61875,45.41625
red tavern inc,"Restaurant Greater Than 2,000 Sqft",2229 clement st,1/6/2015,,1309,1,"2229 clement st, San Francisco, CA, 94121",81355,red tavern,Outer Richmond,88.5,2017,37.7819867,-122.483283,Census Tract 426.01,6075042601,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2261,125609,47349,938,45697,2159,31.1,1213,253,582,58,11,30,247,0,161,82,110,250,412,504,269,62,71,1669,288,252,65107,97710,106590,20,72,1.7,6,2159,54.9,11.5,26.3,2.6,4.7,0.5,1.4,11.2,0,7.3,3.7,5,11.3,18.7,22.8,12.2,2.8,3.2,75.6,13,11.4,8.8,2.3,6.2,8.4,8.4,20.3,8.5,12.9,12.7,11.5,3687,40.9,1718,40.2,1969,41.9,871,1855,1679,176,1679,449,1230,46.6,53.4,51.9,90.5,9.5,100,26.7,73.3,2015,,1,,loving cup,1,4.4,maxs opera cafe,63.5,65.7,74.25,73.34,75,72.79,63.81,69.18,64.31,61.3,70.13,70.26,71.55,71.3,68.69,66.64,80,83.58,83.36,83.93,82.28,83.61,81.94,80,87.41,91.49,90.98,91.58,90.28,91.18,90.84,89.97,91.12,91.6,94.53,94.08,94.16,92.11,92.49,92.08,75.1,76.53,79.76,78.9,79.88,79.99,77.04,72.39,82.39,79.98,83.8,85.61,90.21,90.33,80,79.91,13.22,15.28,36.78,39.46,45.54,45.53,35.15,40.14,77.5725,77.325,2,46,69.69625,68.0225,82.3375,90.46625,92.77125,77.44875,84.02875,33.8875
vallartas taco bar,"Restaurant 1,000 - 2,000 Sqft",2022 mission st,2/12/2015,,1272,1,"2022 mission st, San Francisco, CA, 9411",81106,vallartas taco bar,Mission,73.5,2017,37.7561826,-122.4194767,Census Tract 208,6075020800,http://www.sfgate.com/neighborhoods/sf/mission/,4868,65801,31221,1537,28039,4535,32.2,1567,1354,861,391,48,279,240,46,271,222,167,130,960,690,1121,307,83,3610,415,539,56346,77581,89857,22,79.4,6.2,15.1,4535,34.3,29.7,18.9,8.6,8.6,1.1,6.1,5.3,1,5.9,4.9,3.7,2.8,21,15.1,24.6,6.7,1.8,79.1,9.1,11.8,4.2,10.8,12.4,9,10.8,11,13.1,13.8,7.9,7.1,6577,34.5,3791,34.5,2786,34.5,976,2718,2543,175,2543,432,2111,57.6,42.4,38.4,93.6,6.4,100,17,83,2015,,2,,cafe enchante sf,1,4.4,genki ramen,70.58,70.77,76.54,75.8,74.29,74.14,72.86,69.93,59.98,59.24,65.48,67.72,62.87,64.64,67.46,62.71,63.81,68.42,69.92,69.51,69.89,71.35,68.56,65.65,45.85,49.85,55.45,49.96,51.07,65.22,46.51,49.49,72.26,71.89,75.88,76.52,75.45,74.36,75.87,70.75,60.47,67.8,79.16,79.54,79.33,79.66,72.91,54.26,50.77,62.39,44.75,42.6,58.94,63.43,38.82,23.76,0.55,0.58,1.96,0.59,0.64,0.57,0.57,1.2,71.7425,71.54,1,38,73.11375,63.7625,68.38875,51.675,74.1225,71.64125,48.1825,0.8325
hillside supper club,"Restaurant 1,000 - 2,000 Sqft",300 precita ave,1/2/2015,,1313,1,"300 precita ave, San Francisco, CA, 9411",82058,hillside supper club,Bernal Heights,90,2017,37.7466976,-122.4134193,Census Tract 252,6075025200,http://www.sfgate.com/neighborhoods/sf/bernalheights/,3511,132248,52509,1011,46433,3304,27.4,1860,759,510,185,0,51,160,60,230,126,177,123,748,682,688,226,126,2590,556,251,98815,129965,134279,45,74.8,3.2,3.3,3304,54.8,22.3,15,5.4,2.4,0,1.5,4.7,1.8,6.8,3.7,5.2,3.6,22,20.1,20.3,6.7,3.7,76.2,16.4,7.4,1.6,2.2,4.1,7.1,9.8,13.5,13,20.6,9.5,18.6,5369,40,2673,40,2696,39.9,1078,2257,2125,132,2125,1258,867,49.8,50.2,50.7,94.2,5.8,100,59.2,40.8,2015,,1,,kin khao thai eatery,3,4.3,pica pica maize kitchen,66.49,74.07,76.14,78.94,72.21,79.26,74.02,72.5,71.33,73.82,77.28,77.03,68.13,79.02,78.52,73.44,86.58,87.72,89.76,88.7,87.67,88.35,87.06,87.03,84.96,87.97,90.3,92.69,89.62,91.36,86.09,87.84,93.42,93.72,95.38,95.5,95.2,93.55,93.85,92.92,76.97,79.88,79.87,80,80,80,77.81,76.02,89.36,90.43,94.59,95.43,95.33,95.37,85.01,79.93,21.3,17.64,32.5,19.21,16.73,20.04,22.31,28.76,79.18,78.4575,1,2,74.20375,74.82125,87.85875,88.85375,94.1925,78.81875,90.68125,22.31125
chaiya thai restaurant,"Restaurant 1,000 - 2,000 Sqft",272 claremont blvd,5/1/2015,,1194,1,"272 claremont blvd, San Francisco, CA, 94127",83097,chaiya thai restaurant,West Portal,86,2017,37.7410872,-122.4650679,Census Tract 308,6075030800,"http://en.wikipedia.org/wiki/West_Portal,_San_Francisco,_California",3029,186139,61924,576,46078,2742,28,1529,395,698,43,0,54,121,68,294,87,64,480,453,557,416,129,114,2131,340,319,122139,162196,142927,0,66.3,6.3,2.8,2742,53.9,13.9,24.6,1.5,6.1,0,1.9,4.3,2.4,10.4,3.1,2.3,16.9,16,19.6,14.7,4.5,4,75.1,12,11.2,2.2,1.6,4,6.9,6.8,9.6,8.1,21.8,13.2,25.9,5667,46.4,2723,44.8,2944,47.9,1451,2315,2145,170,2145,1666,479,48.1,51.9,67.6,92.7,7.3,100,77.7,22.3,2015,,5,,dumpling kitchen,1,4.3,tuba restaurant,69.54,74.64,78.71,76.31,75.74,77.18,71.97,64.43,76.12,78.68,78.97,78.73,75.25,78.53,78.54,77.66,79.95,79.95,79.96,79.99,80,79.95,79.99,79.83,79.9,79.89,82.26,82.34,80,80,79.91,79.96,92.76,92.33,95.11,94.38,93.94,92.44,91.95,91.48,79.81,79.98,79.43,80,79.89,79.95,78.76,78.14,84.8,90.17,92.54,94.29,93.54,93.11,81.74,80,23.86,20.66,49.44,28.34,25.37,24.06,23.8,50.89,79.805,79.185,1,68,73.565,77.81,79.9525,80.5325,93.04875,79.495,88.77375,30.8025
house of xian dumpling,"Restaurant Less Than 1,000 Sqft",925 kearny st,11/25/2015,,986,1,"925 kearny st, San Francisco, CA, 94133",85843,house of xian dumpling,Chinatown,86.5,2017,37.7965317,-122.405408,Census Tract 611,6075061100,http://www.sfgate.com/neighborhoods/sf/chinatown/,1988,31141,13235,1095,11069,1658,23.7,231,788,345,115,0,82,153,28,266,32,39,22,105,204,336,337,54,1423,187,48,14270,25319,31210,141,50.6,16.6,40.3,1658,13.9,47.5,20.8,6.9,10.8,0,4.9,9.2,1.7,16,1.9,2.4,1.3,6.3,12.3,20.3,20.3,3.3,85.8,11.3,2.9,21.9,31.1,21.4,7.9,7.4,6.2,0.9,0.4,2.1,0.8,4307,55.2,2077,54,2230,55.8,1126,2351,2135,216,2135,78,2057,48.2,51.8,52.7,90.8,9.2,100,3.7,96.3,2015,,11,,gotts roadside tray gourmet,2,4.1,southside spirit house,70.44,70.9,76.92,74.9,74.51,77.29,74.9,72.23,72.05,75.47,76.25,79.17,76.66,73.9,73.41,76.05,91.71,92.15,93.06,94.02,93.88,95,91.97,92.3,90.54,90.95,91.26,94.15,93.04,93.44,93.14,91.44,91.27,90.01,92.71,93.95,91.88,92.18,90.27,91.5,72.82,77.18,75.88,79.12,79.01,80,75.83,67.22,79.72,80,84.44,82.25,79.99,79.94,80,80,75.93,75.85,78.44,77.92,72.25,77.03,72.17,69.28,76.25,75.515,3,6,74.01125,75.37,93.01125,92.245,91.72125,75.8825,80.7925,74.85875
the wooden nickel,"Restaurant 1,000 - 2,000 Sqft",1900 folsom st,9/9/2015,,1063,1,"1900 folsom st, San Francisco, CA, 94103",85007,the wooden nickel,Mission,92,2018,37.7668122,-122.4157339,Census Tract 177,6075017700,http://www.sfgate.com/neighborhoods/sf/mission/,1109,91145,45100,501,35259,1077,26.4,630,220,118,81,0,97,54,33,24,0,30,101,193,236,201,102,13,919,95,70,78814,90940,89669,0,83.5,2.3,0,1077,58.1,20.3,10.9,7.5,3.2,0,8.9,5,3,2.2,0,2.8,9.3,17.8,21.8,18.5,9.4,1.2,84.8,8.8,6.5,2.6,0,10.9,7.4,12.7,13.3,17.7,20.6,9.2,5.5,2128,35.2,1308,36.9,820,32.7,245,801,744,57,744,164,580,61.5,38.5,32.9,92.9,7.1,100,22,78,2015,,9,,als super cafe,1,4.2,etcetera wine bar,70.79,77.75,79.48,79.21,76.87,79.6,76.61,73.8,76.94,79.2,79.47,79.39,74.84,79.09,78.26,76.1,80,80,81.31,82.92,83.49,80.87,81.97,80,84.45,86.31,90.34,90.09,87.02,89.1,84.85,85.56,93.81,93.58,95.85,95.29,95.15,93.41,93.29,93.14,79.87,81.35,80,86.82,80,80,79.92,79.47,91.08,95.24,95.92,97.55,96.05,96.16,86.74,79.96,34.54,20.1,32,37.84,27.22,34.63,34.79,54.42,82.01,79.8475,1,38,76.76375,77.91125,81.32,87.215,94.19,80.92875,92.3375,34.4425
jin mi bbq  tofu,"Restaurant 1,000 - 2,000 Sqft",366 golden gate ave,3/1/2015,,1255,1,"366 golden gate ave, San Francisco, CA, 94102",82388,jin mi bbq  tofu,Tenderloin,89,2018,37.7818371,-122.4166946,Census Tract 124.01,6075012401,http://www.sfgate.com/neighborhoods/sf/tenderloin/,2462,34894,16888,1747,22245,2376,25.2,281,1420,395,77,0,114,73,0,217,110,24,144,207,235,1142,57,53,2137,116,93,21061,28966,36303,117,62.3,3.5,18.8,2376,11.8,59.8,16.6,3.2,8.5,0,4.8,3.1,0,9.1,4.6,1,6.1,8.7,9.9,48.1,2.4,2.2,89.9,4.9,3.9,14,17.9,28.4,10.1,11.8,11.3,5,1.5,0,0,5075,37.5,3274,37.2,1801,38,752,2934,2698,236,2698,13,2685,64.5,35.5,27.9,92,8,100,0.5,99.5,2015,,3,,chez fayala,1,4.3,vega at langton,62.98,57.08,69.15,74.51,67.24,69.43,60.97,60.95,71.43,71.99,70.44,71.38,69.81,71.66,72.33,72.92,83.18,84.57,85.8,86.39,85.27,85.01,80,80.62,93.34,93.23,94.28,96.09,95.06,95,93.11,94.04,96.28,96.35,97.93,98.44,97.65,97.47,97.04,96.59,63.91,64.82,66.61,70.3,76.72,77.17,64.39,55.59,91.14,88.92,91.71,93.94,92.46,93.88,88.41,90,26.08,29.21,33.45,19.41,22.87,14.29,22.49,23.99,66.41,68.4675,1,65,65.28875,71.495,83.855,94.26875,97.21875,67.43875,91.3075,23.97375
original bakery,"Restaurant 1,000 - 2,000 Sqft",1343 powell st,3/26/2015,,1230,1,"1343 powell st, San Francisco, CA, 94133",79366,original bakery,Russian Hill,94,2017,37.7969894,-122.4104611,Census Tract 107,6075010700,http://www.sfgate.com/neighborhoods/sf/russianhill/,2733,45444,21204,1497,21500,2276,27.5,688,762,467,94,0,109,247,13,260,22,86,165,294,436,357,163,195,1868,337,142,22828,41028,58945,207,52.7,13.6,21.4,2276,29.3,32.5,19.9,4,14.3,0,4.6,10.5,0.6,11.1,0.9,3.7,7,12.5,18.6,15.2,6.9,8.3,79.6,14.4,6.1,20.6,19.9,13.8,11.8,8.2,8.1,6.4,5.2,3.1,2.8,5592,51.6,2636,49.4,2956,53.6,1298,3025,2778,247,2778,154,2624,47.1,52.9,46.7,91.8,8.2,100,5.5,94.5,2015,,3,,pi bar,1,4.3,parada 22,76.35,79.58,79.84,79.17,78.85,77.36,76.76,71.26,65.27,65.97,77.86,74.96,78.64,68.89,72.17,63.48,69.91,70.01,67.01,73.61,75.86,70.33,72.37,61.82,66.38,68.72,71.86,66.52,70.65,68.71,65.9,67.74,75.59,73.68,77.14,78.77,79.2,76.72,78.37,76.34,39.16,45.86,57.44,66.17,72.16,72.26,61.55,44.4,56.09,67.48,78.78,79.57,79.74,78.11,65.66,71.2,5.02,8.49,8.63,6.29,7.62,8.38,4.87,10.81,52.1575,62.5925,1,59,77.39625,70.905,70.115,68.31,76.97625,57.375,72.07875,7.51375
chicos pizza,"Restaurant 1,000 - 2,000 Sqft",468 ellis st,4/1/2015,,1224,1,"468 ellis st, San Francisco, CA, 94109",85683,chicos pizza,Tenderloin,92,2018,37.7849534,-122.4139178,Census Tract 123.01,6075012301,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1179,44059,17251,1087,17660,1151,30.4,224,528,292,41,0,0,10,0,220,28,22,56,116,110,452,112,25,1048,88,15,13615,27172,38539,83,52.3,2.4,6.2,1151,19.5,45.9,25.4,3.6,5.7,0,0,0.9,0,19.1,2.4,1.9,4.9,10.1,9.6,39.3,9.7,2.2,91.1,7.6,1.3,31.9,22.1,8,12.3,11.9,7.3,0,5.8,0.8,0,2734,46.3,1746,46.1,988,46.6,365,1786,1559,227,1559,8,1551,63.9,36.1,23.4,87.3,12.7,100,0.5,99.5,2015,,4,,grandmas deli  cafe,1,4.6,tout sweet patisserie,63.85,62.36,76.93,74.92,71.19,75.39,64.61,69.56,74.52,75.42,76.36,79.18,76.22,76.84,77.83,79.49,89.95,90.5,88.9,90.5,91.16,92.02,87.39,89.28,95.8,96,96.6,97.15,96.23,96.31,97.03,95.93,95.79,95.46,97.26,97.34,97.08,96.76,95.95,95.99,76.24,79.49,79.5,79.9,79.52,80,77.72,75,87.73,88.11,91.56,92.66,91.07,90.6,89.45,85.66,77.72,79.35,79.99,79.25,79.08,78.74,73.36,71.72,78.7825,78.06,1,65,69.85125,76.9825,89.9625,96.38125,96.45375,78.42125,89.605,77.40125
cup a joe coffehaus,"Restaurant Less Than 1,000 Sqft",896 sutter st,1/1/2015,,1314,1,"896 sutter st, San Francisco, CA, 94109",84165,cup a joe coffehaus,Lower Nob Hill,81.5,2017,37.7885114,-122.4150813,Census Tract 121,6075012100,"http://en.wikipedia.org/wiki/Nob_Hill,_San_Francisco",2020,44528,29366,1672,31191,1771,28.1,1019,321,423,40,0,31,21,21,203,61,83,120,526,314,307,91,25,1536,84,183,28966,42523,51950,18,68.7,10.7,5.1,1771,56.5,17.8,23.5,2.2,0,0,1.7,1.2,1.2,11.3,3.4,4.6,6.7,29.2,17.4,17,5,1.4,85.2,4.7,10.1,19.7,4,20.2,10.5,11.5,17.4,9.4,4.1,1.9,1.3,3833,28.6,1879,31.2,1954,27,311,2406,2194,212,2194,99,2095,49,51,14.2,91.2,8.8,100,4.5,95.5,2015,,1,,super duper,1,4.4,great steak and potato,24.05,24.71,29.73,32.49,22.43,46.49,21.45,32.23,20.91,29.11,24.51,38.41,31.08,28.74,19.75,18.1,59.79,61.58,63.46,63.69,69.58,64.19,63.24,63.32,12.36,21.27,13.94,19.02,22.28,22.59,17.18,18.68,35.97,28.77,39.5,38.35,32.64,32.3,33.32,30.05,19.55,20.11,12.5,58.3,47.03,50.21,26.33,2.92,26.16,22.16,15.55,34.13,22.27,20.24,25.57,18.3,0.03,2.48,1,2.89,3.7,0.31,2.56,0.04,27.615,31.6225,3,34,29.1975,26.32625,63.60625,18.415,33.8625,29.61875,23.0475,1.62625
