"business_id","date","description"
239,"20171207","Moderate risk food holding temperature "
239,"20171207","Unclean or degraded floors walls or ceilings"
239,"20171207","Food safety certificate or food handler card not available"
239,"20160525","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 12/7/2017 ]"
239,"20160525","Moderate risk food holding temperature   [ date violation corrected: 12/7/2017 ]"
239,"20160525","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/7/2017 ]"
239,"20160525","Improper thawing methods   [ date violation corrected: 12/7/2017 ]"
240,"20180712","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/19/2018 ]"
240,"20180712","Improper thawing methods   [ date violation corrected: 7/19/2018 ]"
240,"20180712","Improper food storage  [ date violation corrected: 7/19/2018 ]"
240,"20180712","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/19/2018 ]"
240,"20180712","Inadequate ventilation or lighting  [ date violation corrected: 7/19/2018 ]"
240,"20180712","Improper or defective plumbing  [ date violation corrected: 7/19/2018 ]"
240,"20180712","Other low risk violation  [ date violation corrected: 7/19/2018 ]"
240,"20161004","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/24/2017 ]"
240,"20161004","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/24/2017 ]"
240,"20161004","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 2/24/2017 ]"
240,"20161004","Improper or defective plumbing  [ date violation corrected: 2/24/2017 ]"
240,"20161004","Unapproved  living quarters in food facility  [ date violation corrected: 2/24/2017 ]"
240,"20161004","Inadequate ventilation or lighting  [ date violation corrected: 2/24/2017 ]"
240,"20161004","Foods not protected from contamination  [ date violation corrected: 2/24/2017 ]"
240,"20150813","High risk vermin infestation  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Unclean hands or improper use of gloves  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Unclean nonfood contact surfaces  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Moderate risk food holding temperature   [ date violation corrected: 8/28/2015 ]"
240,"20150813","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/28/2015 ]"
247,"20180622","Permit license or inspection report not posted"
247,"20180622","Unclean or degraded floors walls or ceilings"
247,"20180622","Insufficient hot water or running water"
247,"20180622","No thermometers or uncalibrated thermometers "
247,"20161114","Moderate risk food holding temperature   [ date violation corrected: 6/22/2018 ]"
247,"20161114","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/22/2018 ]"
247,"20161114","Moderate risk vermin infestation  [ date violation corrected: 6/22/2018 ]"
247,"20161114","Food safety certificate or food handler card not available  [ date violation corrected: 6/22/2018 ]"
247,"20161114","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/22/2018 ]"
247,"20160503","Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/19/2016 ]"
247,"20160503","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/19/2016 ]"
247,"20160503","Improper food storage  [ date violation corrected: 5/19/2016 ]"
247,"20160503","Moderate risk food holding temperature   [ date violation corrected: 5/19/2016 ]"
251,"20180306","Unclean or degraded floors walls or ceilings"
251,"20160616","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/16/2016 ]"
253,"20171114","Unclean or degraded floors walls or ceilings"
253,"20171114","Wiping cloths not clean or properly stored or inadequate sanitizer"
253,"20171114","Low risk vermin infestation"
253,"20171114","Improper storage use or identification of toxic substances"
253,"20161208","Improper or defective plumbing  [ date violation corrected: 11/14/2017 ]"
253,"20161208","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/14/2017 ]"
253,"20160622","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/8/2016 ]"
253,"20160622","Foods not protected from contamination  [ date violation corrected: 6/22/2016 ]"
256,"20171205","Unclean nonfood contact surfaces  [ date violation corrected: 12/11/2017 ]"
256,"20171205","Moderate risk vermin infestation  [ date violation corrected: 12/11/2017 ]"
256,"20171205","Unclean or degraded floors walls or ceilings"
256,"20171205","Improper storage of equipment utensils or linens  [ date violation corrected: 12/11/2017 ]"
256,"20161019","No thermometers or uncalibrated thermometers   [ date violation corrected: 12/5/2017 ]"
256,"20161019","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/5/2017 ]"
268,"20160725","Unclean or unsanitary food contact surfaces  [ date violation corrected: 12/28/2017 ]"
268,"20160725","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 12/28/2017 ]"
268,"20150903","Improper storage of equipment utensils or linens  [ date violation corrected: 7/25/2016 ]"
268,"20150903","Foods not protected from contamination  [ date violation corrected: 7/25/2016 ]"
272,"20180606","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/11/2018 ]"
272,"20180606","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/11/2018 ]"
272,"20180606","High risk food holding temperature   [ date violation corrected: 6/11/2018 ]"
272,"20180606","Moderate risk vermin infestation  [ date violation corrected: 6/14/2018 ]"
272,"20180606","Food safety certificate or food handler card not available"
272,"20180606","Unclean or degraded floors walls or ceilings"
272,"20160517","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/25/2016 ]"
272,"20160517","Contaminated or adulterated food  [ date violation corrected: 5/25/2016 ]"
272,"20160517","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/25/2016 ]"
272,"20160517","High risk vermin infestation  [ date violation corrected: 5/25/2016 ]"
272,"20160517","Improper thawing methods   [ date violation corrected: 5/25/2016 ]"
273,"20180322","Unclean nonfood contact surfaces  [ date violation corrected: 4/9/2018 ]"
273,"20180322","Moderate risk food holding temperature   [ date violation corrected: 4/9/2018 ]"
273,"20180322","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 4/9/2018 ]"
273,"20180322","Unclean hands or improper use of gloves  [ date violation corrected: 4/9/2018 ]"
273,"20180322","Low risk vermin infestation  [ date violation corrected: 4/9/2018 ]"
273,"20171002","Foods not protected from contamination  [ date violation corrected: 3/22/2018 ]"
273,"20171002","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/22/2018 ]"
273,"20171002","Moderate risk food holding temperature   [ date violation corrected: 3/22/2018 ]"
273,"20171002","High risk vermin infestation  [ date violation corrected: 3/22/2018 ]"
273,"20171002","Food safety certificate or food handler card not available  [ date violation corrected: 3/22/2018 ]"
273,"20171002","Unclean nonfood contact surfaces  [ date violation corrected: 3/22/2018 ]"
273,"20171002","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/22/2018 ]"
273,"20171002","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/22/2018 ]"
273,"20160920","Foods not protected from contamination  [ date violation corrected: 9/29/2016 ]"
273,"20160920","Food safety certificate or food handler card not available  [ date violation corrected: 10/2/2017 ]"
273,"20160920","Improper or defective plumbing  [ date violation corrected: 9/29/2016 ]"
273,"20160920","Improper food storage  [ date violation corrected: 10/14/2016 ]"
273,"20160920","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/29/2016 ]"
273,"20160920","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/29/2016 ]"
273,"20160920","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/14/2016 ]"
273,"20160920","Moderate risk food holding temperature   [ date violation corrected: 10/14/2016 ]"
275,"20180116","Improper food labeling or menu misrepresentation"
275,"20161031","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/16/2018 ]"
275,"20161031","Improper or defective plumbing  [ date violation corrected: 1/16/2018 ]"
275,"20151020","Improper food labeling or menu misrepresentation  [ date violation corrected: 10/29/2015 ]"
275,"20151020","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/29/2015 ]"
279,"20180606","Unclean or degraded floors walls or ceilings"
279,"20180606","Foods not protected from contamination  [ date violation corrected: 6/6/2018 ]"
279,"20171010","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/6/2018 ]"
279,"20171010","Foods not protected from contamination  [ date violation corrected: 10/10/2017 ]"
279,"20171010","Inadequate ventilation or lighting  [ date violation corrected: 6/6/2018 ]"
279,"20170104","Improper thawing methods   [ date violation corrected: 1/4/2017 ]"
279,"20170104","Low risk vermin infestation  [ date violation corrected: 10/10/2017 ]"
279,"20170104","Moderate risk food holding temperature   [ date violation corrected: 1/4/2017 ]"
279,"20160518","Low risk vermin infestation  [ date violation corrected: 1/4/2017 ]"
279,"20151020","Unclean nonfood contact surfaces  [ date violation corrected: 5/18/2016 ]"
279,"20151020","Moderate risk vermin infestation  [ date violation corrected: 5/18/2016 ]"
281,"20180308","Food safety certificate or food handler card not available"
281,"20160606","Foods not protected from contamination  [ date violation corrected: 3/8/2018 ]"
283,"20180417","Improper thawing methods "
283,"20180417","Foods not protected from contamination"
283,"20180417","Food safety certificate or food handler card not available"
283,"20170209","Improper food storage  [ date violation corrected: 4/17/2018 ]"
283,"20170209","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/17/2018 ]"
283,"20170209","Unclean hands or improper use of gloves  [ date violation corrected: 2/9/2017 ]"
283,"20170209","Foods not protected from contamination  [ date violation corrected: 4/17/2018 ]"
283,"20170209","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/17/2018 ]"
283,"20151001","High risk food holding temperature   [ date violation corrected: 2/9/2017 ]"
283,"20151001","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/9/2017 ]"
283,"20151001","Improper thawing methods   [ date violation corrected: 2/9/2017 ]"
283,"20151001","Foods not protected from contamination  [ date violation corrected: 2/9/2017 ]"
283,"20151001","Moderate risk vermin infestation  [ date violation corrected: 2/9/2017 ]"
283,"20151001","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/9/2017 ]"
